chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/FlowEntityTest.java,FlowEntityTest.java,97,49,0.5051546,3,0.16838486
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/PieSectionEntityTest.java,PieSectionEntityTest.java,112,47,0.41964287,3,0.13988096
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/XYItemEntityTest.java,XYItemEntityTest.java,104,47,0.45192307,3,0.15064102
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/CategoryLabelEntityTest.java,CategoryLabelEntityTest.java,97,47,0.48453608,3,0.16151203
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/LegendItemEntityTest.java,LegendItemEntityTest.java,100,47,0.47,3,0.15666667
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/StandardEntityCollectionTest.java,StandardEntityCollectionTest.java,100,48,0.48,3,0.16
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/CategoryItemEntityTest.java,CategoryItemEntityTest.java,111,47,0.4234234,3,0.14114113
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/entity/TickLabelEntityTest.java,TickLabelEntityTest.java,91,47,0.51648355,3,0.17216118
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYShapeAnnotationTest.java,XYShapeAnnotationTest.java,157,57,0.36305732,5,0.072611466
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYDrawableAnnotationTest.java,XYDrawableAnnotationTest.java,177,74,0.4180791,10,0.041807912
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTitleAnnotationTest.java,XYTitleAnnotationTest.java,148,55,0.3716216,5,0.074324325
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYImageAnnotationTest.java,XYImageAnnotationTest.java,114,116,1.0175439,5,0.20350878
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYLineAnnotationTest.java,XYLineAnnotationTest.java,183,53,0.28961748,7,0.041373927
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryTextAnnotationTest.java,CategoryTextAnnotationTest.java,117,56,0.47863248,5,0.0957265
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryPointerAnnotationTest.java,CategoryPointerAnnotationTest.java,157,61,0.38853502,5,0.07770701
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPolygonAnnotationTest.java,XYPolygonAnnotationTest.java,145,54,0.37241378,5,0.074482754
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPointerAnnotationTest.java,XYPointerAnnotationTest.java,157,61,0.38853502,5,0.07770701
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYBoxAnnotationTest.java,XYBoxAnnotationTest.java,202,62,0.3069307,7,0.04384724
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTextAnnotationTest.java,XYTextAnnotationTest.java,161,61,0.378882,5,0.0757764
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/TextAnnotationTest.java,TextAnnotationTest.java,167,69,0.41317365,5,0.08263473
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryLineAnnotationTest.java,CategoryLineAnnotationTest.java,166,59,0.3554217,6,0.059236947
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/StackedAreaChartTest.java,StackedAreaChartTest.java,161,71,0.4409938,7,0.062999114
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/GanttChartTest.java,GanttChartTest.java,266,92,0.34586465,9,0.038429406
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/TextTitleTest.java,TextTitleTest.java,137,56,0.40875912,4,0.10218978
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/DateTitleTest.java,DateTitleTest.java,105,50,0.47619048,4,0.11904762
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/ImageTitleTest.java,ImageTitleTest.java,119,118,0.99159664,6,0.16526611
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/CompositeTitleTest.java,CompositeTitleTest.java,140,57,0.40714285,5,0.08142857
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/TitleTest.java,TitleTest.java,84,45,0.53571427,2,0.26785713
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/title/ShortTextTitleTest.java,ShortTextTitleTest.java,90,50,0.5555556,4,0.1388889
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/ShapeUtilsTest.java,ShapeUtilsTest.java,124,57,0.45967743,5,0.091935486
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/LineUtilsTest.java,LineUtilsTest.java,120,42,0.35,7,0.05
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/SerialUtilsTest.java,SerialUtilsTest.java,117,38,0.32478634,6,0.054131057
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/HashUtilsTest.java,HashUtilsTest.java,57,41,0.71929824,1,0.71929824
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/ArgsTest.java,ArgsTest.java,55,38,0.6909091,1,0.6909091
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/internal/CloneUtilsTest.java,CloneUtilsTest.java,81,48,0.5925926,2,0.2962963
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/MeterChartTest.java,MeterChartTest.java,69,47,0.68115944,1,0.68115944
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/XYStepChartTest.java,XYStepChartTest.java,164,76,0.46341464,6,0.07723577
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/XYAreaChartTest.java,XYAreaChartTest.java,152,69,0.45394737,6,0.0756579
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/LineChartTest.java,LineChartTest.java,163,73,0.44785276,7,0.06397896
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/WaterfallChartTest.java,WaterfallChartTest.java,125,60,0.48,5,0.096
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/BarChartTest.java,BarChartTest.java,165,72,0.43636364,7,0.062337663
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/AreaChartTest.java,AreaChartTest.java,167,71,0.4251497,7,0.060735673
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/RendererChangeDetector.java,RendererChangeDetector.java,83,64,0.7710843,3,0.2570281
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/GrayPaintScaleTest.java,GrayPaintScaleTest.java,119,55,0.46218488,5,0.09243698
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/ScatterRendererTest.java,ScatterRendererTest.java,183,68,0.3715847,11,0.03378043
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/WaterfallBarRendererTest.java,WaterfallBarRendererTest.java,172,101,0.5872093,7,0.08388704
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/StatisticalLineAndShapeRendererTest.java,StatisticalLineAndShapeRendererTest.java,176,68,0.38636363,8,0.048295453
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/IntervalBarRendererTest.java,IntervalBarRendererTest.java,154,65,0.42207792,7,0.060296845
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/GanttRendererTest.java,GanttRendererTest.java,120,53,0.44166666,5,0.08833333
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/MinMaxCategoryRendererTest.java,MinMaxCategoryRendererTest.java,142,60,0.4225352,6,0.07042254
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/BarRendererTest.java,BarRendererTest.java,264,81,0.3068182,9,0.03409091
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/LevelRendererTest.java,LevelRendererTest.java,181,74,0.4088398,8,0.051104974
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/BoxAndWhiskerRendererTest.java,BoxAndWhiskerRendererTest.java,494,107,0.2165992,22,0.009845418
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/LayeredBarRendererTest.java,LayeredBarRendererTest.java,139,61,0.4388489,6,0.073141485
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/StackedAreaRendererTest.java,StackedAreaRendererTest.java,124,57,0.45967743,6,0.076612905
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/AbstractCategoryItemRendererTest.java,AbstractCategoryItemRendererTest.java,295,86,0.29152542,11,0.026502311
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/LineAndShapeRendererTest.java,LineAndShapeRendererTest.java,250,73,0.292,20,0.014599999
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/StackedBarRendererTest.java,StackedBarRendererTest.java,125,57,0.456,6,0.076
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/AreaRendererTest.java,AreaRendererTest.java,138,58,0.42028984,6,0.07004831
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/StatisticalBarRendererTest.java,StatisticalBarRendererTest.java,258,89,0.34496123,11,0.031360112
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/StandardBarPainterTest.java,StandardBarPainterTest.java,87,51,0.5862069,4,0.14655173
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/CategoryStepRendererTest.java,CategoryStepRendererTest.java,119,57,0.4789916,5,0.09579832
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/GroupedStackedBarRendererTest.java,GroupedStackedBarRendererTest.java,158,62,0.39240506,6,0.06540085
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/GradientBarPainterTest.java,GradientBarPainterTest.java,97,51,0.52577317,4,0.13144329
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/category/DefaultCategoryItemRendererTest.java,DefaultCategoryItemRendererTest.java,97,53,0.5463917,5,0.10927834
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/RendererUtilsTest.java,RendererUtilsTest.java,343,108,0.3148688,11,0.028624438
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/AbstractRendererTest.java,AbstractRendererTest.java,698,140,0.20057307,16,0.012535817
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYErrorRendererTest.java,XYErrorRendererTest.java,167,70,0.41916168,9,0.04657352
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java,XYStepAreaRendererTest.java,158,60,0.37974682,6,0.06329114
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYDifferenceRendererTest.java,XYDifferenceRendererTest.java,180,65,0.3611111,7,0.051587302
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRendererTest.java,XYBoxAndWhiskerRendererTest.java,150,58,0.38666666,6,0.064444445
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2Test.java,StackedXYAreaRenderer2Test.java,158,62,0.39240506,7,0.056057867
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/DeviationStepRendererTest.java,DeviationStepRendererTest.java,100,54,0.54,5,0.108
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/StackedXYAreaRendererTest.java,StackedXYAreaRendererTest.java,201,65,0.3233831,8,0.040422887
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java,XYBubbleRendererTest.java,147,57,0.3877551,6,0.06462585
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/StackedXYBarRendererTest.java,StackedXYBarRendererTest.java,154,61,0.3961039,7,0.05658627
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYAreaRenderer2Test.java,XYAreaRenderer2Test.java,179,64,0.3575419,7,0.051077414
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/CandlestickRendererTest.java,CandlestickRendererTest.java,195,70,0.35897437,7,0.051282052
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/VectorRendererTest.java,VectorRendererTest.java,102,55,0.5392157,5,0.10784314
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYAreaRendererTest.java,XYAreaRendererTest.java,216,63,0.29166666,7,0.041666664
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYLineAndShapeRendererTest.java,XYLineAndShapeRendererTest.java,262,66,0.2519084,9,0.027989822
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/RendererXYPackageUtils.java,RendererXYPackageUtils.java,81,50,0.61728394,2,0.30864197
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYStepRendererTest.java,XYStepRendererTest.java,174,64,0.3678161,7,0.052545156
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYShapeRendererTest.java,XYShapeRendererTest.java,159,56,0.35220125,5,0.07044025
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYDotRendererTest.java,XYDotRendererTest.java,153,58,0.37908497,6,0.06318083
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/GradientXYBarPainterTest.java,GradientXYBarPainterTest.java,97,51,0.52577317,4,0.13144329
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYSplineRendererTest.java,XYSplineRendererTest.java,122,53,0.43442622,5,0.08688524
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/AbstractXYItemRendererTest.java,AbstractXYItemRendererTest.java,160,64,0.4,8,0.05
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYBlockRendererTest.java,XYBlockRendererTest.java,188,72,0.38297874,9,0.042553194
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/HighLowRendererTest.java,HighLowRendererTest.java,157,63,0.40127388,6,0.06687898
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/StandardXYBarPainterTest.java,StandardXYBarPainterTest.java,87,51,0.5862069,4,0.14655173
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/DeviationRendererTest.java,DeviationRendererTest.java,100,54,0.54,5,0.108
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/WindItemRendererTest.java,WindItemRendererTest.java,94,53,0.5638298,5,0.11276595
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/YIntervalRendererTest.java,YIntervalRendererTest.java,212,60,0.28301886,6,0.04716981
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/StandardXYItemRendererTest.java,StandardXYItemRendererTest.java,224,64,0.2857143,7,0.04081633
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/ClusteredXYBarRendererTest.java,ClusteredXYBarRendererTest.java,153,63,0.4117647,7,0.05882353
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/xy/XYBarRendererTest.java,XYBarRendererTest.java,325,90,0.2769231,11,0.025174826
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/AreaRendererEndTypeTest.java,AreaRendererEndTypeTest.java,65,44,0.6769231,2,0.33846155
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/LookupPaintScaleTest.java,LookupPaintScaleTest.java,166,58,0.3493976,6,0.058232933
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/OutlierTest.java,OutlierTest.java,98,54,0.5510204,4,0.1377551
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/renderer/DefaultPolarItemRendererTest.java,DefaultPolarItemRendererTest.java,94,50,0.5319149,4,0.13297872
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/api/RectangleAlignmentTest.java,RectangleAlignmentTest.java,94,41,0.43617022,1,0.43617022
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/PieChartTest.java,PieChartTest.java,104,66,0.63461536,4,0.15865384
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/BorderArrangementTest.java,BorderArrangementTest.java,711,189,0.2658228,6,0.0443038
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/EmptyBlockTest.java,EmptyBlockTest.java,89,47,0.5280899,3,0.17602997
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/RectangleConstraintTest.java,RectangleConstraintTest.java,118,50,0.42372882,1,0.42372882
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/BlockContainerTest.java,BlockContainerTest.java,85,47,0.5529412,3,0.18431373
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/FlowArrangementTest.java,FlowArrangementTest.java,100,47,0.47,3,0.15666667
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/ColorBlockTest.java,ColorBlockTest.java,106,48,0.4528302,3,0.1509434
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/GridArrangementTest.java,GridArrangementTest.java,268,92,0.3432836,19,0.018067557
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/LineBorderTest.java,LineBorderTest.java,97,47,0.48453608,3,0.16151203
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/BlockBorderTest.java,BlockBorderTest.java,93,49,0.5268817,3,0.17562723
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/LabelBlockTest.java,LabelBlockTest.java,120,47,0.39166668,3,0.13055556
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/ColumnArrangementTest.java,ColumnArrangementTest.java,100,47,0.47,3,0.15666667
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/block/AbstractBlockTest.java,AbstractBlockTest.java,125,47,0.376,3,0.12533332
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/JFreeChartTest.java,JFreeChartTest.java,409,115,0.2811736,14,0.020083828
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/LegendItemTest.java,LegendItemTest.java,315,58,0.18412699,4,0.046031747
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/StandardChartThemeTest.java,StandardChartThemeTest.java,236,76,0.3220339,3,0.107344635
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/XYBarChartTest.java,XYBarChartTest.java,156,69,0.44230768,6,0.073717944
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/LegendItemCollectionTest.java,LegendItemCollectionTest.java,109,53,0.48623854,3,0.16207951
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/imagemap/OverLIBToolTipTagFragmentGeneratorTest.java,OverLIBToolTipTagFragmentGeneratorTest.java,61,45,0.73770493,1,0.73770493
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/imagemap/StandardToolTipTagFragmentGeneratorTest.java,StandardToolTipTagFragmentGeneratorTest.java,59,45,0.7627119,1,0.7627119
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/imagemap/ImageMapUtilsTest.java,ImageMapUtilsTest.java,107,48,0.44859812,5,0.08971962
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/imagemap/DynamicDriveToolTipTagFragmentGeneratorTest.java,DynamicDriveToolTipTagFragmentGeneratorTest.java,61,45,0.73770493,1,0.73770493
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/imagemap/StandardURLTagFragmentGeneratorTest.java,StandardURLTagFragmentGeneratorTest.java,60,47,0.78333336,1,0.78333336
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/XYStepAreaChartTest.java,XYStepAreaChartTest.java,152,69,0.45394737,6,0.0756579
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/PolarPlotTest.java,PolarPlotTest.java,324,55,0.16975309,8,0.021219136
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/FastScatterPlotTest.java,FastScatterPlotTest.java,200,61,0.305,7,0.04357143
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CombinedDomainCategoryPlotTest.java,CombinedDomainCategoryPlotTest.java,242,81,0.33471075,7,0.047815822
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/StandardDialRangeTest.java,StandardDialRangeTest.java,115,55,0.47826087,4,0.11956522
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialBackgroundTest.java,DialBackgroundTest.java,134,59,0.4402985,4,0.110074624
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/ArcDialFrameTest.java,ArcDialFrameTest.java,138,59,0.42753622,4,0.106884055
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/AbstractDialLayerTest.java,AbstractDialLayerTest.java,91,52,0.5714286,3,0.1904762
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialPointerTest.java,DialPointerTest.java,148,63,0.4256757,7,0.06081081
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialPlotTest.java,DialPlotTest.java,248,76,0.30645162,10,0.030645162
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialTextAnnotationTest.java,DialTextAnnotationTest.java,133,60,0.45112783,4,0.11278196
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/StandardDialScaleTest.java,StandardDialScaleTest.java,231,76,0.32900432,6,0.054834053
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialValueIndicatorTest.java,DialValueIndicatorTest.java,176,67,0.3806818,4,0.09517045
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/MyDialLayerChangeListener.java,MyDialLayerChangeListener.java,58,50,0.86206895,1,0.86206895
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/DialCapTest.java,DialCapTest.java,144,60,0.41666666,4,0.104166664
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/dial/StandardDialFrameTest.java,StandardDialFrameTest.java,123,56,0.45528457,4,0.11382114
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/ValueMarkerTest.java,ValueMarkerTest.java,201,61,0.3034826,7,0.043354657
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/SpiderWebPlotTest.java,SpiderWebPlotTest.java,295,82,0.2779661,5,0.055593222
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/RingPlotTest.java,RingPlotTest.java,143,53,0.37062937,3,0.12354312
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/PlotOrientationTest.java,PlotOrientationTest.java,67,46,0.6865672,2,0.3432836
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/IntervalMarkerTest.java,IntervalMarkerTest.java,131,58,0.4427481,6,0.07379135
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/MarkerTest.java,MarkerTest.java,366,122,0.33333334,15,0.022222223
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/DefaultDrawingSupplierTest.java,DefaultDrawingSupplierTest.java,169,58,0.34319526,3,0.11439842
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/MeterPlotTest.java,MeterPlotTest.java,217,73,0.33640552,4,0.08410138
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/PlotTest.java,PlotTest.java,150,60,0.4,1,0.4
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CombinedRangeXYPlotTest.java,CombinedRangeXYPlotTest.java,241,84,0.34854773,9,0.038727526
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/pie/PieLabelRecordTest.java,PieLabelRecordTest.java,105,47,0.44761905,3,0.14920636
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/pie/PiePlotTest.java,PiePlotTest.java,602,130,0.21594684,18,0.011997047
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/pie/MultiplePiePlotTest.java,MultiplePiePlotTest.java,173,63,0.36416185,6,0.06069364
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java,CombinedDomainXYPlotTest.java,249,86,0.34538153,10,0.034538154
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/XYPlotTest.java,XYPlotTest.java,1290,261,0.20232558,47,0.0043047997
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CategoryMarkerTest.java,CategoryMarkerTest.java,174,65,0.37356323,6,0.06226054
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CategoryPlotTest.java,CategoryPlotTest.java,1145,214,0.18689956,37,0.0050513395
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CrosshairTest.java,CrosshairTest.java,164,53,0.32317072,5,0.064634144
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/ThermometerPlotTest.java,ThermometerPlotTest.java,171,60,0.3508772,4,0.0877193
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/CombinedRangeCategoryPlotTest.java,CombinedRangeCategoryPlotTest.java,241,80,0.33195022,7,0.04742146
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/PlotRenderingInfoTest.java,PlotRenderingInfoTest.java,104,48,0.46153846,3,0.15384616
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/MeterIntervalTest.java,MeterIntervalTest.java,90,47,0.5222222,3,0.17407407
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/MyPlotChangeListener.java,MyPlotChangeListener.java,79,60,0.75949365,3,0.25316456
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/MiddlePinNeedleTest.java,MiddlePinNeedleTest.java,75,47,0.62666667,3,0.20888889
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/ArrowNeedleTest.java,ArrowNeedleTest.java,79,47,0.5949367,3,0.19831224
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/LineNeedleTest.java,LineNeedleTest.java,75,47,0.62666667,3,0.20888889
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/PointerNeedleTest.java,PointerNeedleTest.java,75,47,0.62666667,3,0.20888889
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/PlumNeedleTest.java,PlumNeedleTest.java,75,47,0.62666667,3,0.20888889
../TP1/Test_project/jfreechart-master/src/test/java/org/jfree/chart/plot/compass/ShipNeedleTest.java,ShipNeedleTest.java,75,47,0.62666667,3,0.20888889
